,text,root
8174,"Abortion is also a disability issue. 

We have less money &amp; usually less mobility. 

How do we travel to safe states?",NARAL
8175,"I get it
You're demoralized by the ruling from the illegitimate SCOTUS. 
Harness every negative feeling u have to get Democrats elected b/c I can guaran-damn-tee you that the next time the GQP wins both Houses of the Federal Legislative Branch, they will ban abortion nationwide!",NARAL
8176,"Women RIGHTS TO TRAVEL
 Women's rights to access abortion pills",NARAL
8177,"I really don't care if humans want to abort their own unborn fetuses.

I do care if humans keep the tissues of those aborted fetuses alive so they can do ""The Science"" on them.",March_for_life
8178,do you think a 6 pack an a 80 proof Jack daniels will let us celebrate the over turn of roe V wade. let us rest until the lampshade,March_for_life
8179,"It looks like abortion via medication is the best immediate solution for the overturning of roe.

Already over 50% of abortions happen using pills.

Sadly, red states will soon likely make those pills illegal",NARAL
8180,"And the dissenting opinion asks, “What about the morning-after pill? IUDs? In vitro fertilization?” Or medical management of miscarriage, often by the same methods used for abortion? @washingtonpost",NARAL
8181,Abortion stops a beating heart,March_for_life
8182,"You never had a ""right"" to an abortion.",March_for_life
8183,I had to check what year it was when I got up this am. These “trigger states” automatically ban abortion today AR ID KY MO ND SD TN LA MS OK UT TX WY creating 2 countries Red &amp; Blue states. It is a dark day for this country. #reproductiverights #RoeVsWade #SCOTUS,NARAL
8184,"Misinformation has got to stop. Callers are saying they heard on TikTok that all abortion is banned. Some people think it’s already illegal to help someone get an abortion…

If you want to talk about worst-case future scenarios, please do! But be clear about current realities.",NARAL
8185,"Terminating an ectopic pregnancy is not abortion. 

Ectopic pregnancies are not sustainable and life-threatening. They REQUIRE a termination. 

The idea that banning abortions includes ectopic pregnancies is ABSURD. 

Know the facts. 

#AbortionIsMurder",March_for_life
8186,Thank you President Trump. Thank you so much. 🥺🤍 ROE VS WADE IS GONE.,March_for_life
8187,"Thanks to President Trump, future generations will now have a much better chance at living! Life, liberty, and the pursuit of happiness applies to the unborn just as much as anyone else. A sad shame though that Trump isn't in the WH to celebrate this momentous occasion.",March_for_life
8188,6 justices voted in favor of overturning Roe vs Wade and the left has focused all of their attention on 1. The black man. How ironic.,March_for_life
8189,"Thank you Lily Allen for “Fuck You.”

I needed it today #RoeVWade",NARAL
8190,"Democrats no longer want “safe, legal, and rare”

Democrats want abortion on demand — up until the moment of birth",March_for_life
8191,"Only an illegitimate president like you @POTUS @JoeBiden would say abortion is a constitutional right......

A real legitimate president like Trump would say its not a constitutional right!!!

Nowhere in our constitution does it say abortion is a right!!!

#MAGA #AmericaFirst",March_for_life
8192,I remember in 8th grade for some reason we had a class debate in English class about abortion and i was so pissed about it i ended up calling everyone bible beaters in the middle of my argument which pissed a lot of people off. I reminisce about it fondly,NARAL
8193,Six brave Justice’s ended the so called “constitutional” right to abortion and sent it back to the States where it legally should have been. Now we will vote abortion out State by State. #StatesRights  #abortion #SacredHeart,March_for_life
8194,Abortion was not banned. All that changed is if you live in Missouri and want to kill your unborn baby you will have to go to Illinois. Just like I have to travel from Illinois to Missouri to buy fireworks for the 4th of July.,March_for_life
8195,"Interesting how ALL the people on my feed who claimed needing abortion bc their doctors refused to sterilize them before, MAGICALLY found doctors willing now... from programs &amp; lists that have existed for years. #RoeVsWadeOverturned #childfree #prolife #postroegeneration",March_for_life
8196,"Wth why in the world would Pres Biden put an anti abortion judge into a federal judge position? Wtf? NO McConnell wouldn't put a pro abortion judge in that seat, McConnell wouldn't cooperate to pass bills. wtf",NARAL
8197,"Abortions should be safe, legal &amp; rare. Overturning roe v wade is giving power to the states according to the 10th amendment of the constitution, which is the law of the land. @SaraGonzalesTX @AOC 
#RoeVsWade #RoeOverturned #abortion #health",March_for_life
8198,People seeking abortion in the wake of Dobbs need good information and referrals to trusted resources. We are here to help. We are still here.,NARAL
8199,"With abortion rights now going to the states what that means for Republicans isn't that cut &amp; dry imo. While they may have more ""pro-lifers"" in their state if they push too hard for a complete ban it could backfire as many of those have different opinions when it comes to.....",NARAL
8200,"A Utah judge issued a temporary restraining order Monday, blocking Utah's new abortion law, SB174, from taking effect. 
The order is good for 14 days thus allowing Planned Parenthood to murder 67 babies during that time. 😡 😡",March_for_life
8201,"During the whole Roe v Wade debate, have y’all noticed that the pro-lifers never acknowledge that a woman is a life worth protecting?

I don’t understand women who still vote for that garbage party. The same party that wants you to die if you have a deadly pregnancy.",NARAL
8202,"I remember sitting in an abortion clinic as a teen, nurse holding my hand saying, “honey it’s just a clump of cells. You will forget this day ever happened.Then they did an ultrasound but didn’t show me. There was a heartbeat on that ultrasound. Speak the truth.Abortion is murder",March_for_life
8203,Men—support the women in your life by getting a #vasectomy since this country no longer believes that women have autonomy over their bodies. #RoeVWade,NARAL
8204,"get sick in Israel and it doesn’t cost a dime to see a doctor. get pregnant in Israel,  women can have an abortion on demand, no questions asked, privacy guaranteed and it won’t cost anything. Higher education in Israel doesn’t cost  a dime. Where is the right wing outrage.",NARAL
8205,"All you can do is laugh, really. Congratulations on the permanent disability everyone, you asked for it by not masking at your Roe v. Wade protest.",NARAL
8206,"Last thing I have to say about Roe V Wade, but if you truly support abortion then you should realize that a court of 9 judges declaring that abortion is legal no matter what is not good for democracy, if you want to protect abortion then you should vote in people to make it legal",March_for_life
8207,"So, CS gas is possibly an abortifacient so of course anti-abortion leaders in Arizona shot it at protestors, some of which were pregnant.

THEY DON'T CARE ABOUT FETUSES. THEY JUST WANT CONTROL.",NARAL
8208,Men who use their authority as men make things easier for women. Men who relinquish their authority make it harder because now women have several roles to play. And it has to be done to keep things moving forward. Maybe the death of roe v wade will help men block feminism.,March_for_life
8209,"Thank you, #TexasSupremeCourt! #abortion #prolife #RoeOverturned",March_for_life
8210,"I'm taking a break from my regular abortion care posts to talk about how Christianity and the police have shaped me into who I am today. 
***TW: SA***
In Nov. 2003 at 18 years old. I was raped in a home at a Christian community in Vermilion,Ohio.
I didn't realize 4 8 yrs.",NARAL
